,container,date,location,status
1424,EMCU5428508,2019-04-12,GUAYAQUIL (EC),Pick-up by merchant haulage
1425,EISU2181145,2019-04-11,GUAYAQUIL (EC),Pick-up by merchant haulage
1426,IMTU3039147,2019-04-15,GUAYAQUIL (EC),Pick-up by merchant haulage
1427,EGHU5000201,2019-04-14,GUAYAQUIL (EC),Pick-up by merchant haulage
1428,EGSU5017487,2019-04-14,GUAYAQUIL (EC),Pick-up by merchant haulage
1429,EISU5696210,2019-04-14,GUAYAQUIL (EC),Pick-up by merchant haulage
1430,EISU4601843,2019-04-11,CALLAO (PE),Empty container returned under damaged condition
1431,EGSU1017405,2019-04-07,CALLAO (PE),Full import container received at inland depot
1432,EISU9227084,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1433,HMCU9160680,2019-04-07,CALLAO (PE),Pick-up by merchant haulage
1434,EGHU3229668,2019-04-15,CALLAO (PE),Pick-up by merchant haulage
1435,EMCU5412395,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1436,EGHU3393769,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1437,EISU2122590,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1438,EMCU3972791,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1439,EMCU3973756,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1440,EISU9371023,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1441,EGHU9124448,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1442,EMCU9871031,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1443,HMCU9031358,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1444,IMTU9042723,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1445,IMTU9101404,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1446,EISU3956392,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1447,EGSU9044270,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1448,EISU9288006,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1449,HMCU9187309,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1450,EGHU9353070,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1451,EMCU9480905,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1452,EMCU9728859,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1453,EISU9440269,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1454,EMCU9451677,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1455,EMCU9564518,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1456,EMCU9813945,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1457,HMCU9127017,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1458,EISU9939601,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1459,EGHU9224940,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1460,EGSU9173739,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1461,EISU9371147,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1462,EMCU9726780,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1463,EMCU9760824,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1464,EMCU9812337,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1465,HMCU9136596,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1466,LTIU8004547,2019-03-30,BUENAVENTURA (CO),Transship container loaded on vessel
1467,EISU9313536,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1468,EISU9108758,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1469,EMCU9895413,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1470,EMCU9843765,2019-03-30,BUENAVENTURA (CO),Loaded (FCL) on vessel
1471,EGHU9265343,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1472,EGHU9397015,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1473,EISU9285706,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1474,HMCU9032987,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1475,EISU9340510,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1476,HMCU9202851,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1477,EGHU9110402,2019-04-05,CALLAO (PE),Empty container returned
1478,EMCU9638170,2019-04-05,CALLAO (PE),Empty container returned under damaged condition
1479,EMCU9871197,2019-04-05,CALLAO (PE),Empty container returned under damaged condition
1480,EGSU9068219,2019-04-12,CALLAO (PE),Empty container returned
1481,LTIU6064017,2019-04-09,CALLAO (PE),Empty container returned
1482,EISU9050506,2019-04-09,CALLAO (PE),Transship container loaded on vessel
1483,EMCU9586456,2019-04-15,IQUIQUE (CL),Pick-up by merchant haulage
1484,EGHU3085806,2019-04-12,ARICA (CL),Discharged (FCL)
1485,EISU3788621,2019-04-12,ARICA (CL),Discharged (FCL)
1486,EMCU3860019,2019-04-12,ARICA (CL),Discharged (FCL)
1487,EMCU9578640,2019-04-12,ARICA (CL),Discharged (FCL)
1488,EGHU9103635,2019-04-13,ARICA (CL),Pick-up by merchant haulage
1489,EISU9337800,2019-04-11,CALLAO (PE),Empty container returned
1490,EISU4600467,2019-03-21,MANZANILLO (MX),Empty container returned
1491,EISU4603933,2019-03-21,MANZANILLO (MX),Empty container returned
1492,EGHU9296956,2019-03-22,MANZANILLO (MX),Empty container returned
1493,EGSU9107594,2019-03-22,MANZANILLO (MX),Empty container returned
1494,EGSU9160829,2019-03-22,MANZANILLO (MX),Empty container returned
1495,EISU9167112,2019-03-22,MANZANILLO (MX),Empty container returned
1496,EMCU9481840,2019-03-22,MANZANILLO (MX),Empty container returned
1497,EMCU9498592,2019-03-22,MANZANILLO (MX),Empty container returned
1498,HMCU9154429,2019-03-22,MANZANILLO (MX),Empty container returned
1499,EISU2160142,2019-03-16,MANZANILLO (MX),Empty container returned
1500,EISU3952015,2019-03-16,MANZANILLO (MX),Empty container returned
1501,HMCU1040435,2019-04-09,SAN ANTONIO (CL),Empty container returned
1502,EGSU9059900,2019-03-20,MANZANILLO (MX),Empty container returned
1503,EGSU9066622,2019-03-16,MANZANILLO (MX),Empty container returned
1504,EGSU9101533,2019-03-22,MANZANILLO (MX),Empty container returned
1505,EGSU9135087,2019-03-15,MANZANILLO (MX),Empty container returned
1506,EGSU9172563,2019-03-16,MANZANILLO (MX),Empty container returned
1507,EGSU9175460,2019-03-20,MANZANILLO (MX),Empty container returned
1508,EGSU9181816,2019-04-09,SAN ANTONIO (CL),Empty container returned
1509,EISU9022274,2019-03-20,MANZANILLO (MX),Empty container returned
1510,EISU9031002,2019-03-20,MANZANILLO (MX),Empty container returned
1511,EISU9045515,2019-04-09,SAN ANTONIO (CL),Empty container returned
1512,EISU9152030,2019-03-22,MANZANILLO (MX),Empty container returned
1513,EISU9157670,2019-03-20,MANZANILLO (MX),Empty container returned
1514,EISU9170630,2019-03-20,MANZANILLO (MX),Empty container returned
1515,EISU9173141,2019-03-15,MANZANILLO (MX),Empty container returned
1516,EISU9179330,2019-03-16,MANZANILLO (MX),Empty container returned
1517,EISU9275713,2019-03-15,MANZANILLO (MX),Empty container returned
1518,EISU9286282,2019-03-15,MANZANILLO (MX),Empty container returned
1519,EISU9291226,2019-04-08,SAN ANTONIO (CL),Empty container returned
1520,EISU9296721,2019-03-20,MANZANILLO (MX),Empty container returned
1521,EISU9329614,2019-03-16,MANZANILLO (MX),Empty container returned
1522,EISU9356374,2019-03-15,MANZANILLO (MX),Empty container returned
1523,EISU9372879,2019-04-08,SAN ANTONIO (CL),Empty container returned
1524,EISU9394800,2019-03-16,MANZANILLO (MX),Empty container returned
1525,EISU9422840,2019-03-20,MANZANILLO (MX),Empty container returned
1526,EISU9456162,2019-03-20,MANZANILLO (MX),Empty container returned
1527,EISU9465842,2019-03-15,MANZANILLO (MX),Empty container returned
1528,EISU9992186,2019-03-20,MANZANILLO (MX),Empty container returned
1529,EISU9999811,2019-04-08,SAN ANTONIO (CL),Empty container returned
1530,HMCU1074414,2019-03-22,MANZANILLO (MX),Empty container returned
1531,HMCU1088552,2019-03-16,MANZANILLO (MX),Empty container returned
1532,IMTU1004820,2019-04-09,SAN ANTONIO (CL),Empty container returned
1533,IMTU1007557,2019-03-22,MANZANILLO (MX),Empty container returned
1534,IMTU1009919,2019-03-16,MANZANILLO (MX),Empty container returned
1535,IMTU1060320,2019-03-22,MANZANILLO (MX),Empty container returned
1536,LTIU6033320,2019-04-09,SAN ANTONIO (CL),Empty container returned
1537,LTIU6057430,2019-04-09,SAN ANTONIO (CL),Empty container returned
1538,EGHU9005074,2019-03-15,MANZANILLO (MX),Empty container returned
1539,EGHU9168723,2019-03-20,MANZANILLO (MX),Empty container returned
1540,EMCU9461356,2019-03-22,MANZANILLO (MX),Empty container returned
1541,EMCU9561632,2019-04-08,SAN ANTONIO (CL),Empty container returned
1542,EMCU9583689,2019-03-20,MANZANILLO (MX),Empty container returned
1543,EMCU9603548,2019-03-20,MANZANILLO (MX),Empty container returned
1544,EMCU9610439,2019-03-20,MANZANILLO (MX),Empty container returned
1545,EMCU9653718,2019-04-09,SAN ANTONIO (CL),Empty container returned
1546,EMCU9659038,2019-03-20,MANZANILLO (MX),Empty container returned
1547,EMCU9698461,2019-03-20,MANZANILLO (MX),Empty container returned
1548,EMCU9702915,2019-03-16,MANZANILLO (MX),Empty container returned
1549,EMCU9742780,2019-03-15,MANZANILLO (MX),Empty container returned
1550,EMCU9778470,2019-04-08,SAN ANTONIO (CL),Empty container returned
1551,EMCU9803401,2019-04-08,SAN ANTONIO (CL),Empty container returned
1552,EMCU9820796,2019-03-16,MANZANILLO (MX),Empty container returned
1553,EMCU9851354,2019-03-20,MANZANILLO (MX),Empty container returned
1554,EMCU9865893,2019-03-20,MANZANILLO (MX),Empty container returned
1555,EMCU9873374,2019-03-20,MANZANILLO (MX),Empty container returned
1556,EMCU9887526,2019-04-08,SAN ANTONIO (CL),Empty container returned
1557,HMCU9012764,2019-04-09,SAN ANTONIO (CL),Empty container returned
1558,HMCU9018438,2019-03-20,MANZANILLO (MX),Empty container returned
1559,HMCU9019521,2019-04-08,SAN ANTONIO (CL),Empty container returned
1560,HMCU9079346,2019-03-20,MANZANILLO (MX),Empty container returned
1561,HMCU9141627,2019-03-20,MANZANILLO (MX),Empty container returned
1562,HMCU9201140,2019-03-20,MANZANILLO (MX),Empty container returned
1563,HMCU9220372,2019-04-08,SAN ANTONIO (CL),Empty container returned
1564,IMTU9000435,2019-03-20,MANZANILLO (MX),Empty container returned
1565,IMTU9003202,2019-04-08,SAN ANTONIO (CL),Empty container returned
1566,IMTU9011527,2019-03-20,MANZANILLO (MX),Empty container returned
1567,IMTU9032284,2019-04-09,SAN ANTONIO (CL),Empty container returned
1568,IMTU9070957,2019-03-22,MANZANILLO (MX),Empty container returned
1569,IMTU9094769,2019-03-16,MANZANILLO (MX),Empty container returned
1570,EGHU9272661,2019-04-08,SAN ANTONIO (CL),Empty container returned
1571,EGHU9329324,2019-04-09,SAN ANTONIO (CL),Empty container returned
1572,EGHU9377322,2019-03-16,MANZANILLO (MX),Empty container returned
1573,LTIU8014740,2019-04-08,SAN ANTONIO (CL),Empty container returned
1574,EMCU6010277,2019-03-16,MANZANILLO (MX),Empty container returned
1575,EGSU1001230,2019-03-22,MANZANILLO (MX),Empty container returned
1576,EGSU1018551,2019-04-09,SAN ANTONIO (CL),Empty container returned
1577,EGSU1022103,2019-03-16,MANZANILLO (MX),Empty container returned
1578,EISU1587567,2019-04-09,SAN ANTONIO (CL),Empty container returned
1579,EISU1662974,2019-04-09,SAN ANTONIO (CL),Empty container returned
1580,EISU1740022,2019-03-20,MANZANILLO (MX),Empty container returned
1581,EISU1747475,2019-03-22,MANZANILLO (MX),Empty container returned
1582,EISU1750648,2019-03-22,MANZANILLO (MX),Empty container returned
1583,EISU1858458,2019-04-09,SAN ANTONIO (CL),Empty container returned
1584,EISU1864384,2019-04-09,SAN ANTONIO (CL),Empty container returned
1585,EMCU1251190,2019-03-22,MANZANILLO (MX),Empty container returned
1586,EMCU1302677,2019-03-22,MANZANILLO (MX),Empty container returned
1587,EMCU1321023,2019-04-09,SAN ANTONIO (CL),Empty container returned
1588,EMCU1359250,2019-03-15,MANZANILLO (MX),Empty container returned
1589,EMCU1379278,2019-03-22,MANZANILLO (MX),Empty container returned
1590,EMCU1414722,2019-04-09,SAN ANTONIO (CL),Empty container returned
1591,EMCU1462680,2019-03-16,MANZANILLO (MX),Empty container returned
1592,HMCU1031135,2019-03-16,MANZANILLO (MX),Empty container returned
1593,HMCU1038000,2019-03-22,MANZANILLO (MX),Empty container returned
1594,EGHU3225385,2019-03-06,MANZANILLO (MX),Empty container returned
1595,EGHU3428504,2019-03-16,MANZANILLO (MX),Empty container returned
1596,EGHU3647842,2019-03-06,MANZANILLO (MX),Empty container returned
1597,EISU2119323,2019-03-16,MANZANILLO (MX),Empty container returned
1598,EMCU7010517,2019-03-22,MANZANILLO (MX),Empty container returned
1599,EGHU5010560,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1600,EGHU5012706,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1601,EGSU5005038,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1602,EGSU5013898,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1603,EGSU5014699,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1604,EISU5679677,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1605,EISU5680976,2019-02-13,KAOHSIUNG (TW),Empty container returned
1606,EISU5685052,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1607,EISU5686001,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1608,EISU5695929,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1609,EISU5697201,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1610,EISU5698872,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1611,EISU5699360,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1612,EISU5708029,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1613,EMCU5238386,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1614,EMCU5244028,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1615,EMCU5244141,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1616,EMCU5246571,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1617,EMCU5254812,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1618,EMCU5264106,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1619,EMCU5264446,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1620,EMCU5265838,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1621,EMCU5267661,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1622,EMCU5268185,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1623,EMCU5273432,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1624,EMCU5273788,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1625,EMCU5274233,2019-04-13,SAN ANTONIO (CL),Empty container returned under damaged condition
1626,EMCU5280621,2019-04-13,SAN ANTONIO (CL),Empty container returned
1627,EMCU5283868,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1628,EMCU5284627,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1629,EMCU5288113,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1630,EMCU5292685,2019-04-13,SAN ANTONIO (CL),Empty container returned under damaged condition
1631,EMCU5294456,2019-02-27,KAOHSIUNG (TW),Empty container returned
1632,EMCU5297820,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1633,EMCU5299442,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1634,EMCU5309427,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1635,EMCU5312312,2019-04-13,SAN ANTONIO (CL),Empty container returned
1636,EMCU5314064,2019-04-15,SAN ANTONIO (CL),Empty container returned
1637,EMCU5319451,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1638,EMCU5322727,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1639,EMCU5324458,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1640,EMCU5326424,2019-04-10,SAN ANTONIO (CL),Empty container returned under damaged condition
1641,EMCU5327009,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1642,EMCU5338852,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1643,EMCU5342810,2019-04-09,SAN ANTONIO (CL),Empty container returned under damaged condition
1644,EMCU5400218,2019-02-26,KAOHSIUNG (TW),Empty container returned
1645,EISU2173350,2019-04-15,CALLAO (PE),Empty container returned
1646,EGHU1006140,2019-04-04,CALLAO (PE),Pick-up by merchant haulage
1647,EISU2005043,2019-04-15,CALLAO (PE),Empty container returned
1648,EMCU5261426,2019-04-04,CALLAO (PE),Full import container received at inland depot
1649,EGHU3049012,2019-04-09,SAN ANTONIO (CL),Discharged (FCL)
1650,EGHU3474496,2019-04-09,SAN ANTONIO (CL),Discharged (FCL)
1651,EGSU3018397,2019-04-09,SAN ANTONIO (CL),Discharged (FCL)
1652,EGSU3059950,2019-04-09,SAN ANTONIO (CL),Discharged (FCL)
1653,EGSU3104160,2019-04-09,SAN ANTONIO (CL),Discharged (FCL)
1654,EISU2255227,2019-04-09,SAN ANTONIO (CL),Discharged (FCL)
1655,EISU3996570,2019-04-09,SAN ANTONIO (CL),Discharged (FCL)
1656,EGHU3186592,2019-04-15,SAN ANTONIO (CL),Empty container returned under damaged condition
1657,EGHU3265937,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1658,EGHU3279606,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1659,EGHU3396074,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1660,EGHU3608620,2019-04-13,SAN ANTONIO (CL),Empty container returned under damaged condition
1661,EGHU3640977,2019-04-15,SAN ANTONIO (CL),Empty pick-up by merchant haulage
1662,EGHU3654250,2019-04-13,SAN ANTONIO (CL),Empty container returned under damaged condition
1663,EISU2067868,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1664,EISU2089255,2019-04-15,SAN ANTONIO (CL),Empty container returned under damaged condition
1665,EISU3946429,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1666,HMCU3034323,2019-04-13,SAN ANTONIO (CL),Empty container returned under damaged condition
1667,EMCU9601930,2019-03-23,MANZANILLO (MX),Loaded (FCL) on vessel
1668,HMCU3057210,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1669,EGHU3447485,2019-04-12,SAN ANTONIO (CL),Empty container returned under damaged condition
1670,EGHU3326230,2019-04-12,SAN ANTONIO (CL),Empty container returned under damaged condition
1671,HMCU1062429,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1672,EMCU1356349,2019-04-15,SAN ANTONIO (CL),Empty container returned
1673,EISU9074730,2019-04-15,SAN ANTONIO (CL),Empty pick-up by merchant haulage
1674,EISU9151142,2019-04-16,SAN ANTONIO (CL),Received (FCL)
1675,EMCU5433633,2019-04-08,SAN ANTONIO (CL),Discharged (FCL)
1676,HMCU1056452,2019-04-11,SAN ANTONIO (CL),Empty container returned under damaged condition
1677,EGHU9044229,2019-04-11,SAN ANTONIO (CL),Empty container returned under damaged condition
1678,EISU3934198,2019-04-11,SAN ANTONIO (CL),Empty container returned
1679,EGHU9390279,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1680,EGHU9390345,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1681,EGHU9390469,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1682,EISU2011534,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1683,EISU2042617,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1684,EISU2252465,2019-04-11,SAN ANTONIO (CL),Empty container returned under damaged condition
1685,EMCU3824095,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1686,IMTU3057074,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1687,EISU2043763,2019-04-12,SAN ANTONIO (CL),Pick-up by merchant haulage
1688,EMCU6031515,2019-04-15,SAN ANTONIO (CL),Empty container returned
1689,HMCU3020910,2019-04-12,SAN ANTONIO (CL),Pick-up by merchant haulage
1690,IMTU3035270,2019-04-12,SAN ANTONIO (CL),Pick-up by merchant haulage
1691,EGHU9083354,2019-04-12,SANTIAGO (CL),Empty container returned
1692,EGHU9319270,2019-04-11,SANTIAGO (CL),Empty container returned
1693,EGHU9369224,2019-04-11,SANTIAGO (CL),Empty container returned
1694,EISU9481571,2019-04-12,SANTIAGO (CL),Empty container returned
1695,EISU9976267,2019-04-11,SANTIAGO (CL),Empty container returned under damaged condition
1696,EMCU9427198,2019-04-12,SANTIAGO (CL),Empty container returned
1697,EMCU9897822,2019-04-12,SANTIAGO (CL),Empty container returned
1698,EGSU9139544,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1699,EGHU9389750,2019-04-15,SANTIAGO (CL),Empty container returned
1700,EGHU9390258,2019-04-15,SANTIAGO (CL),Empty container returned
1701,EGHU9395476,2019-04-15,SANTIAGO (CL),Empty container returned
1702,EMCU9827580,2019-04-15,SAN ANTONIO (CL),Empty container returned under damaged condition
1703,EMCU9457063,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1704,EMCU6010404,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1705,HMCU1010214,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1706,EISU9168340,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1707,EISU9436124,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1708,EISU9474470,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1709,IMTU9045888,2019-04-12,SAN ANTONIO (CL),Empty container returned under damaged condition
1710,HMCU1000896,2019-04-15,SANTIAGO (CL),Empty container returned
1711,EMCU9773729,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1712,EMCU9722383,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1713,EGSU3123453,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1714,EGSU9098770,2019-04-11,SAN ANTONIO (CL),Empty container returned under damaged condition
1715,EISU1848212,2019-04-10,SAN ANTONIO (CL),Full import container received at inland depot
1716,EMCU5318347,2019-04-12,SAN ANTONIO (CL),Empty container returned under damaged condition
1717,EGSU3133596,2019-04-11,SAN ANTONIO (CL),Empty container returned
1718,EMCU9794830,2019-04-11,SAN ANTONIO (CL),Empty container returned under damaged condition
1719,EGHU1017274,2019-04-11,SAN ANTONIO (CL),Empty container returned under damaged condition
1720,EGHU3249999,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1721,IMTU3088835,2019-04-15,SAN ANTONIO (CL),Empty container returned
1722,EMCU6070424,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1723,EISU9212660,2019-04-15,SANTIAGO (CL),Empty container returned under damaged condition
1724,EMCU3963254,2019-04-09,SAN ANTONIO (CL),Empty container returned
1725,EMCU1166837,2019-04-11,SAN ANTONIO (CL),Pick-up by merchant haulage
1726,EGHU9162617,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1727,EMCU9782736,2019-04-10,SAN ANTONIO (CL),Pick-up by merchant haulage
1728,EGHU9167270,2019-04-11,CALLAO (PE),Received
1729,EGHU9180143,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1730,EGSU9054848,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1731,HMCU9167806,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1732,EMCU1300463,2019-04-04,CALLAO (PE),Full import container received at inland depot
1733,EMCU6093688,2019-04-15,CALLAO (PE),Empty pick-up by merchant haulage
1734,EISU9113559,2019-04-12,CALLAO (PE),Empty container returned
1735,EGHU9099915,2019-04-12,CALLAO (PE),Empty container returned under damaged condition
1736,EGSU9008210,2019-04-12,CALLAO (PE),Empty container returned
1737,EGSU9125052,2019-04-15,CALLAO (PE),Empty pick-up by merchant haulage
1738,EISU9021977,2019-04-12,CALLAO (PE),Empty container returned under damaged condition
1739,EISU9124471,2019-04-12,CALLAO (PE),Empty container returned under damaged condition
1740,EISU9333722,2019-04-12,CALLAO (PE),Empty container returned under damaged condition
1741,EMCU9559168,2019-04-12,CALLAO (PE),Empty container returned under damaged condition
1742,EISU2017511,2019-04-06,CALLAO (PE),Pick-up by merchant haulage
1743,EISU3996815,2019-04-06,CALLAO (PE),Pick-up by merchant haulage
1744,EGHU3504728,2019-04-11,CALLAO (PE),Loaded (FCL) on vessel
1745,EGSU3036148,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1746,EISU2132752,2019-04-08,CALLAO (PE),Empty pick-up by merchant haulage
1747,HMCU3031730,2019-04-11,CALLAO (PE),Loaded (FCL) on vessel
1748,EGHU1062756,2019-04-08,CALLAO (PE),Empty container returned under damaged condition
1749,EISU2086127,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
1750,EMCU6081938,2019-04-15,CALLAO (PE),Loaded (FCL) on vessel
